residence,workplace,commuters
Braintree Town,Needham,399.0
Braintree Town,North Pembroke,428.0
Braintree Town,Norwood,471.0
Braintree Town,Reading,60.0
Braintree Town,Somerset,74.0
Braintree Town,Wakefield,111.0
Braintree Town,Wellesley,121.0
Weymouth Town,Braintree Town,16785.0
Weymouth Town,Barnstable Town,92.0
Weymouth Town,Winthrop Town,182.0
Weymouth Town,Framingham,463.0
Weymouth Town,Newton,1702.0
Weymouth Town,Somerville,426.0
Weymouth Town,Boston,17928.0
Weymouth Town,Chelsea,82.0
Weymouth Town,Revere,121.0
Weymouth Town,Attleboro,92.0
Weymouth Town,New Bedford,243.0
Weymouth Town,Beverly,173.0
Weymouth Town,Fall River,182.0
Weymouth Town,Taunton,82.0
Weymouth Town,Marlborough,476.0
Weymouth Town,Worcester,212.0
Weymouth Town,Leominster,121.0
Weymouth Town,Brockton,2588.0
Weymouth Town,Springfield,116.0
Weymouth Town,Lowell,91.0
Weymouth Town,Medford,228.0
Weymouth Town,Waltham,1166.0
Weymouth Town,Woburn,286.0
Weymouth Town,Cambridge,1570.0
Weymouth Town,Quincy,9543.0
Weymouth Town,Lynn,216.0
Weymouth Town,Salem,277.0
Weymouth Town,Lawrence,137.0
Weymouth Town,Haverhill,116.0
Weymouth Town,Abington,2983.0
Weymouth Town,Brookline,675.0
Weymouth Town,Danvers,91.0
Weymouth Town,Dedham,2375.0
Weymouth Town,Hanson,121.0
Weymouth Town,Hingham,9521.0
Weymouth Town,Holbrook,952.0
Weymouth Town,Hudson,100.0
Weymouth Town,Hull,920.0
Weymouth Town,Kingston,207.0
Weymouth Town,Mansfield Center,121.0
Weymouth Town,Milton,610.0
Weymouth Town,Needham,727.0
Weymouth Town,North Pembroke,280.0
Weymouth Town,North Plymouth,116.0
Weymouth Town,Norwood,685.0
Weymouth Town,Plymouth,121.0
Weymouth Town,Reading,100.0
Weymouth Town,Sharon,107.0
Weymouth Town,Smith Mills,107.0
Weymouth Town,South Duxbury,121.0
Weymouth Town,Swampscott,82.0
Weymouth Town,Wellesley,385.0
Weymouth Town,West Yarmouth,116.0
Weymouth Town,Wilmington,265.0
Barnstable Town,Braintree Town,560.0
Barnstable Town,Weymouth Town,273.0
Barnstable Town,Framingham,303.0
Barnstable Town,Newton,368.0
Barnstable Town,Boston,7883.0
Barnstable Town,Revere,102.0
Barnstable Town,New Bedford,934.0
Barnstable Town,Beverly,97.0
Barnstable Town,Fall River,208.0
Barnstable Town,Taunton,181.0
Barnstable Town,Worcester,433.0
Barnstable Town,Brockton,196.0
Barnstable Town,Pittsfield,80.0
Barnstable Town,Chicopee,102.0
Barnstable Town,Springfield,102.0
Barnstable Town,Waltham,209.0
Barnstable Town,Cambridge,610.0
Barnstable Town,Watertown Town,75.0
Barnstable Town,Quincy,443.0
Barnstable Town,Methuen Town,194.0
Barnstable Town,Newburyport,105.0
Barnstable Town,Belmont,97.0
Barnstable Town,Brookline,156.0
Barnstable Town,Dedham,313.0
Barnstable Town,Dennis,483.0
Barnstable Town,Dennis Port,1143.0
Barnstable Town,East Dennis,565.0
Barnstable Town,East Falmouth,1816.0
Barnstable Town,East Harwich,1079.0
Barnstable Town,East Sandwich,782.0
Barnstable Town,Falmouth,1972.0
Barnstable Town,Harwich Center,157.0
Barnstable Town,Holbrook,80.0
Barnstable Town,Kingston,407.0
Barnstable Town,Lexington,131.0
Barnstable Town,Mansfield Center,97.0
Barnstable Town,Milton,106.0
Barnstable Town,Monument Beach,499.0
Barnstable Town,Nantucket,381.0
Barnstable Town,North Falmouth,524.0
Barnstable Town,Northwest Harwich,783.0
Barnstable Town,Plymouth,297.0
Barnstable Town,Pocasset,599.0
Barnstable Town,Sagamore,3473.0
Barnstable Town,Sandwich,1401.0
Barnstable Town,Smith Mills,647.0
Barnstable Town,South Dennis,3220.0
Barnstable Town,South Yarmouth,6144.0
Barnstable Town,Wellesley,94.0
Barnstable Town,West Dennis,227.0
Barnstable Town,West Yarmouth,2936.0
Barnstable Town,Yarmouth Port,362.0
Gardner,Braintree Town,428.0
Gardner,Northampton,79.0
Gardner,Fitchburg,6142.0
Gardner,Everett,79.0
Gardner,Newton,49.0
Gardner,Somerville,231.0
Gardner,Boston,945.0
Gardner,Revere,102.0
Gardner,Fall River,237.0
Gardner,Malden,102.0
Gardner,Marlborough,613.0
Gardner,Worcester,2117.0
Gardner,Leominster,8915.0
Gardner,Chicopee,77.0
Gardner,Springfield,175.0
Gardner,West Springfield Town,49.0
Gardner,Waltham,266.0
Gardner,Woburn,102.0
Gardner,Cambridge,562.0
Gardner,Methuen Town,77.0
Gardner,Lawrence,179.0
Gardner,Haverhill,279.0
Gardner,Arlington,79.0
Gardner,Athol,479.0
Gardner,Barre,396.0
Gardner,Brookline,79.0
Gardner,Burlington,79.0
Gardner,Clinton,181.0
Gardner,Dedham,79.0
Gardner,Hudson,204.0
Gardner,Littleton Common,197.0
Gardner,Lunenburg,331.0
Gardner,Needham,49.0
Gardner,Norwood,49.0
Gardner,Orange,156.0
Gardner,Oxford,77.0
Gardner,Plymouth,79.0
Gardner,Saugus,79.0
Gardner,Wilmington,102.0
Northampton,Palmer Town,99.0
Northampton,Gardner,99.0
Northampton,Framingham,110.0
Northampton,Westfield,1376.0
Northampton,Boston,784.0
Northampton,Worcester,294.0
Northampton,Pittsfield,606.0
Northampton,Easthampton Town,4674.0
Northampton,Agawam Town,155.0
Northampton,Chicopee,1889.0
Northampton,Holyoke,2598.0
Northampton,Springfield,5062.0
Northampton,West Springfield Town,3057.0
Northampton,Lowell,220.0
Northampton,Cambridge,437.0
Northampton,Arlington,56.0
Northampton,Brookline,128.0
Northampton,Longmeadow,541.0
Northampton,Turners Falls,282.0
Northampton,Wellesley,171.0
Northampton,Wilbraham,468.0
Fitchburg,Southbridge Town,98.0
Fitchburg,Gardner,2526.0
Fitchburg,Northampton,156.0
Fitchburg,Framingham,228.0
Fitchburg,Everett,72.0
Fitchburg,Newton,347.0
Fitchburg,Somerville,221.0
Fitchburg,Westfield,80.0
Fitchburg,Boston,2506.0
Fitchburg,Chelsea,109.0
Fitchburg,Revere,92.0
Fitchburg,New Bedford,147.0
Fitchburg,Taunton,109.0
Fitchburg,Marlborough,1206.0
Fitchburg,Worcester,5520.0
Fitchburg,Leominster,36859.0
Fitchburg,North Adams,64.0
Fitchburg,Springfield,553.0
Fitchburg,Lowell,1079.0
Fitchburg,Waltham,630.0
Fitchburg,Cambridge,410.0
Fitchburg,Quincy,128.0
Fitchburg,Lynn,92.0
Fitchburg,Methuen Town,109.0
Fitchburg,Peabody,83.0
Fitchburg,Lawrence,66.0
Fitchburg,Haverhill,175.0
Fitchburg,Athol,153.0
Fitchburg,Barre,92.0
Fitchburg,Belmont,184.0
Fitchburg,Brookline,72.0
Fitchburg,Burlington,263.0
Fitchburg,Clinton,1109.0
Fitchburg,Cochituate,92.0
Fitchburg,Dedham,132.0
Fitchburg,East Falmouth,87.0
Fitchburg,Hanson,92.0
Fitchburg,Hudson,201.0
Fitchburg,Lexington,201.0
Fitchburg,Littleton Common,175.0
Fitchburg,Lunenburg,8804.0
Fitchburg,Mattapoisett Center,83.0
Fitchburg,Maynard,92.0
Fitchburg,Needham,92.0
Fitchburg,Norwood,128.0
Fitchburg,Stoneham,64.0
Fitchburg,Westborough,272.0
Fitchburg,West Concord,72.0
Winthrop Town,Braintree Town,262.0
Winthrop Town,Framingham,194.0
Winthrop Town,Everett,173.0
Winthrop Town,Newton,543.0
Winthrop Town,Somerville,1130.0
Winthrop Town,Boston,24225.0
Winthrop Town,Chelsea,2970.0
Winthrop Town,Revere,11036.0
Winthrop Town,Beverly,86.0
Winthrop Town,Malden,1091.0
Winthrop Town,Marlborough,95.0
Winthrop Town,Worcester,258.0
Winthrop Town,Brockton,256.0
Winthrop Town,Lowell,180.0
Winthrop Town,Medford,1227.0
Winthrop Town,Melrose,65.0
Winthrop Town,Waltham,246.0
Winthrop Town,Woburn,271.0
Winthrop Town,Cambridge,2291.0
Winthrop Town,Quincy,201.0
Winthrop Town,Lynn,2149.0
Winthrop Town,Methuen Town,166.0
Winthrop Town,Newburyport,175.0
Winthrop Town,Peabody,357.0
Winthrop Town,Salem,386.0
Winthrop Town,Lawrence,130.0
Winthrop Town,Arlington,90.0
Winthrop Town,Belmont,65.0
Winthrop Town,Brookline,680.0
Winthrop Town,Burlington,80.0
Winthrop Town,Danvers,816.0
Winthrop Town,Lynnfield,869.0
Winthrop Town,Marblehead,90.0
Winthrop Town,Pinehurst,86.0
Winthrop Town,Reading,90.0
Winthrop Town,Rowley,90.0
Winthrop Town,Saugus,688.0
Winthrop Town,Stoneham,456.0
Winthrop Town,Swampscott,145.0
Winthrop Town,Wakefield,419.0
Winthrop Town,Wellesley,145.0
Winthrop Town,Wilmington,90.0
Framingham,Southbridge Town,71.0
Framingham,Palmer Town,116.0
Framingham,Braintree Town,559.0
Framingham,Weymouth Town,132.0
Framingham,Northampton,278.0
Framingham,Fitchburg,92.0
Framingham,Everett,176.0
Framingham,Newton,5209.0
Framingham,Somerville,809.0
Framingham,Boston,11414.0
Framingham,Chelsea,556.0
Framingham,Taunton,105.0
Framingham,Malden,213.0
Framingham,Marlborough,5602.0
Framingham,Worcester,2770.0
Framingham,Brockton,73.0
Framingham,Springfield,122.0
Framingham,Lowell,404.0
Framingham,Medford,92.0
Framingham,Waltham,3923.0
Framingham,Woburn,318.0
Framingham,Cambridge,1708.0
Framingham,Watertown Town,528.0
Framingham,Quincy,319.0
Framingham,Franklin Town,232.0
Framingham,Lynn,168.0
Framingham,Newburyport,71.0
Framingham,Peabody,178.0
Framingham,Lawrence,98.0
Framingham,Haverhill,59.0
Framingham,Abington,163.0
Framingham,Andover,71.0
Framingham,Arlington,257.0
Framingham,Belmont,210.0
Framingham,Brookline,985.0
Framingham,Burlington,189.0
Framingham,Cochituate,1603.0
Framingham,Danvers,240.0
Framingham,Dedham,1288.0
Framingham,East Falmouth,73.0
Framingham,Hingham,105.0
Framingham,Hudson,499.0
Framingham,Lexington,486.0
Framingham,Maynard,84.0
Framingham,Medfield,151.0
Framingham,Milford,483.0
Framingham,Milton,116.0
Framingham,Monument Beach,105.0
Framingham,Needham,333.0
Framingham,Norwood,351.0
Framingham,Reading,176.0
Framingham,Stoneham,194.0
Framingham,Wakefield,290.0
Framingham,Ware,116.0
Framingham,Webster,84.0
Framingham,Wellesley,3821.0
Framingham,Westborough,312.0
Framingham,Wilmington,228.0
Everett,Winthrop Town,189.0
Everett,Framingham,277.0
Everett,Newton,1442.0
Everett,Somerville,2641.0
Everett,Boston,16509.0
Everett,Chelsea,7759.0
Everett,Revere,2204.0
Everett,New Bedford,78.0
Everett,Malden,6213.0
Everett,Worcester,146.0
Everett,Brockton,55.0
Everett,Medford,3700.0
Everett,Melrose,240.0
Everett,Waltham,563.0
Everett,Woburn,637.0
Everett,Cambridge,3970.0
Everett,Quincy,199.0
Everett,Lynn,1744.0
Everett,Methuen Town,67.0
Everett,Newburyport,78.0
Everett,Peabody,187.0
Everett,Salem,199.0
Everett,Arlington,256.0
Everett,Belmont,223.0
Everett,Brookline,366.0
Everett,Danvers,492.0
Everett,Dedham,78.0
Everett,East Sandwich,65.0
Everett,Holbrook,79.0
Everett,Hudson,78.0
Everett,Lexington,223.0
Everett,Lynnfield,310.0
Everett,Marblehead,55.0
Everett,Milford,65.0
Everett,Milton,133.0
Everett,Monument Beach,65.0
Everett,Nahant,67.0
Everett,Reading,177.0
Everett,Saugus,538.0
Everett,Stoneham,447.0
Everett,Wakefield,526.0
Everett,Wellesley,67.0
Everett,Wilmington,65.0
Newton,Braintree Town,1644.0
Newton,Weymouth Town,465.0
Newton,Barnstable Town,244.0
Newton,Fitchburg,182.0
Newton,Winthrop Town,334.0
Newton,Framingham,8448.0
Newton,Everett,149.0
Newton,Somerville,1206.0
Newton,Boston,66946.0
Newton,Chelsea,110.0
Newton,Revere,1478.0
Newton,Gloucester,45.0
Newton,Fall River,114.0
Newton,Taunton,294.0
Newton,Malden,291.0
Newton,Marlborough,497.0
Newton,Worcester,699.0
Newton,Leominster,384.0
Newton,Brockton,235.0
Newton,Pittsfield,225.0
Newton,Holyoke,67.0
Newton,Springfield,87.0
Newton,Lowell,440.0
Newton,Medford,1094.0
Newton,Melrose,112.0
Newton,Waltham,28021.0
Newton,Woburn,1201.0
Newton,Cambridge,13018.0
Newton,Watertown Town,1266.0
Newton,Quincy,2296.0
Newton,Lynn,1362.0
Newton,Newburyport,251.0
Newton,Peabody,113.0
Newton,Salem,305.0
Newton,Haverhill,106.0
Newton,Andover,133.0
Newton,Arlington,688.0
Newton,Athol,171.0
Newton,Barre,133.0
Newton,Belmont,1574.0
Newton,Brookline,5452.0
Newton,Burlington,67.0
Newton,Danvers,370.0
Newton,Dedham,10592.0
Newton,Dennis Port,154.0
Newton,Lexington,1098.0
Newton,Lynnfield,175.0
Newton,Mansfield Center,110.0
Newton,Maynard,112.0
Newton,Medfield,67.0
Newton,Milton,480.0
Newton,Nantucket,67.0
Newton,Needham,4242.0
Newton,Norwood,652.0
Newton,Plymouth,156.0
Newton,Reading,45.0
Newton,Saugus,133.0
Newton,Smith Mills,241.0
Newton,Stoneham,613.0
Newton,Vineyard Haven,91.0
Newton,Wakefield,219.0
Newton,Wellesley,8913.0
Newton,Westborough,131.0
Newton,West Concord,325.0
Newton,Wilmington,125.0
Newton,Winchester,131.0
Newton,Yarmouth Port,110.0
Somerville,Braintree Town,81.0
Somerville,Weymouth Town,122.0
Somerville,Barnstable Town,162.0
Somerville,Winthrop Town,106.0
Somerville,Framingham,470.0
Somerville,Everett,625.0
Somerville,Newton,1003.0
Somerville,Boston,18997.0
Somerville,Chelsea,1282.0
Somerville,Revere,1004.0
Somerville,Malden,1237.0
Somerville,Marlborough,190.0
Somerville,Worcester,48.0
Somerville,Lowell,320.0
Somerville,Medford,6145.0
Somerville,Melrose,187.0
Somerville,Waltham,2240.0
Somerville,Woburn,899.0
Somerville,Cambridge,27299.0
Somerville,Watertown Town,152.0
Somerville,Quincy,202.0
Somerville,Lynn,481.0
Somerville,Methuen Town,84.0
Somerville,Salem,24.0
Somerville,Andover,90.0
Somerville,Arlington,998.0
Somerville,Belmont,530.0
Somerville,Brookline,835.0
Somerville,Danvers,105.0
Somerville,Kingston,84.0
Somerville,Lexington,893.0
Somerville,Lynnfield,274.0
Somerville,Pinehurst,72.0
Somerville,Reading,476.0
Somerville,Saugus,271.0
Somerville,Stoneham,130.0
Somerville,Wakefield,548.0
Somerville,Wellesley,120.0
Somerville,West Concord,82.0
Somerville,Wilmington,187.0
Somerville,Winchester,299.0
Westfield,Palmer Town,692.0
Westfield,Weymouth Town,160.0
Westfield,Barnstable Town,138.0
Westfield,Northampton,4234.0
Westfield,Framingham,77.0
Westfield,Boston,828.0
Westfield,New Bedford,320.0
Westfield,Marlborough,77.0
Westfield,Worcester,504.0
Westfield,Leominster,138.0
Westfield,North Adams,77.0
Westfield,Pittsfield,356.0
Westfield,Easthampton Town,1944.0
Westfield,Agawam Town,4845.0
Westfield,Chicopee,6935.0
Westfield,Holyoke,8737.0
Westfield,Springfield,14759.0
Westfield,West Springfield Town,19262.0
Westfield,Lowell,77.0
Westfield,Lynn,178.0
Westfield,Brookline,77.0
Westfield,Dedham,77.0
Westfield,Longmeadow,974.0
Westfield,North Pembroke,77.0
Westfield,Oxford,77.0
Westfield,Turners Falls,87.0
Westfield,Ware,91.0
Westfield,Wilbraham,259.0
Boston,Palmer Town,30.0
Boston,Braintree Town,26804.0
Boston,Weymouth Town,1320.0
Boston,Barnstable Town,1058.0
Boston,Gardner,14.0
Boston,Northampton,246.0
Boston,Fitchburg,710.0
Boston,Winthrop Town,2537.0
Boston,Framingham,7304.0
Boston,Everett,3522.0
Boston,Newton,38449.0
Boston,Somerville,15463.0
Boston,Chelsea,22347.0
Boston,Revere,14645.0
Boston,Attleboro,486.0
Boston,New Bedford,1375.0
Boston,Beverly,148.0
Boston,Gloucester,521.0
Boston,Fall River,1725.0
Boston,Taunton,778.0
Boston,Malden,4757.0
Boston,Marlborough,1824.0
Boston,Worcester,4800.0
Boston,Leominster,767.0
Boston,Brockton,6941.0
Boston,Pittsfield,143.0
Boston,Easthampton Town,39.0
Boston,Chicopee,191.0
Boston,Holyoke,5.0
Boston,Springfield,1077.0
Boston,West Springfield Town,573.0
Boston,Lowell,2412.0
Boston,Medford,8069.0
Boston,Melrose,1084.0
Boston,Waltham,12252.0
Boston,Woburn,3534.0
Boston,Cambridge,66483.0
Boston,Watertown Town,3425.0
Boston,Quincy,20491.0
Boston,Franklin Town,5.0
Boston,Lynn,9122.0
Boston,Methuen Town,1305.0
Boston,Newburyport,98.0
Boston,Peabody,1339.0
Boston,Salem,2135.0
Boston,Lawrence,2055.0
Boston,Haverhill,989.0
Boston,Amesbury Town,57.0
Boston,Abington,168.0
Boston,Acushnet Center,19.0
Boston,Andover,653.0
Boston,Arlington,2015.0
Boston,Athol,14.0
Boston,Belmont,3607.0
Boston,Bliss Corner,55.0
Boston,Brookline,29992.0
Boston,Burlington,484.0
Boston,Clinton,80.0
Boston,Cochituate,170.0
Boston,Danvers,961.0
Boston,Dedham,61718.0
Boston,Duxbury,63.0
Boston,East Harwich,20.0
Boston,Essex,2.0
Boston,Falmouth,396.0
Boston,Harwich Center,29.0
Boston,Hingham,1915.0
Boston,Holbrook,612.0
Boston,Hudson,34.0
Boston,Hull,960.0
Boston,Kingston,155.0
Boston,Lexington,1475.0
Boston,Longmeadow,48.0
Boston,Lunenburg,48.0
Boston,Lynnfield,882.0
Boston,Mansfield Center,105.0
Boston,Marblehead,101.0
Boston,Mattapoisett Center,5.0
Boston,Maynard,242.0
Boston,Medfield,400.0
Boston,Milford,240.0
Boston,Milton,9199.0
Boston,Monument Beach,74.0
Boston,Nahant,270.0
Boston,Nantucket,102.0
Boston,Needham,5090.0
Boston,North Pembroke,435.0
Boston,Norwood,7269.0
Boston,Pinehurst,66.0
Boston,Plymouth,82.0
Boston,Pocasset,87.0
Boston,Reading,951.0
Boston,Rowley,2.0
Boston,Saugus,1204.0
Boston,Sharon,83.0
Boston,Smith Mills,131.0
Boston,South Dennis,262.0
Boston,South Yarmouth,66.0
Boston,Stoneham,675.0
Boston,Swampscott,49.0
Boston,Topsfield,55.0
Boston,Upton,78.0
Boston,Wakefield,657.0
Boston,Wellesley,5931.0
Boston,Westborough,165.0
Boston,West Concord,541.0
Boston,West Yarmouth,254.0
Boston,Whitinsville,194.0
Boston,Wilmington,891.0
Boston,Winchester,1037.0
Chelsea,Winthrop Town,283.0
Chelsea,Framingham,253.0
Chelsea,Everett,2963.0
Chelsea,Newton,653.0
Chelsea,Somerville,1217.0
Chelsea,Boston,28637.0
Chelsea,Revere,4425.0
Chelsea,Beverly,198.0
Chelsea,Gloucester,132.0
Chelsea,Malden,1337.0
Chelsea,Marlborough,124.0
Chelsea,Worcester,103.0
Chelsea,Brockton,134.0
Chelsea,Springfield,114.0
Chelsea,Medford,1894.0
Chelsea,Melrose,132.0
Chelsea,Waltham,355.0
Chelsea,Woburn,59.0
Chelsea,Cambridge,3390.0
Chelsea,Watertown Town,48.0
Chelsea,Quincy,224.0
Chelsea,Lynn,2954.0
Chelsea,Newburyport,48.0
Chelsea,Peabody,360.0
Chelsea,Salem,505.0
Chelsea,Lawrence,204.0
Chelsea,Haverhill,59.0
Chelsea,Arlington,146.0
Chelsea,Belmont,156.0
Chelsea,Brookline,454.0
Chelsea,Burlington,48.0
Chelsea,Danvers,550.0
Chelsea,Hingham,135.0
Chelsea,Lexington,385.0
Chelsea,Littleton Common,59.0
Chelsea,Lunenburg,32.0
Chelsea,Lynnfield,139.0
Chelsea,Marblehead,48.0
Chelsea,Milton,38.0
Chelsea,Norwood,194.0
Chelsea,Reading,347.0
Chelsea,Rockport,32.0
Chelsea,Saugus,533.0
Chelsea,Stoneham,32.0
Chelsea,Swampscott,48.0
Chelsea,Wakefield,80.0
Chelsea,Wellesley,62.0
Chelsea,Wilmington,76.0
Chelsea,Winchester,59.0
Revere,Braintree Town,375.0
Revere,Weymouth Town,34.0
Revere,Barnstable Town,63.0
Revere,Winthrop Town,1801.0
Revere,Framingham,198.0
Revere,Everett,2189.0
Revere,Newton,1313.0
Revere,Somerville,1564.0
Revere,Boston,34789.0
Revere,Chelsea,10258.0
Revere,New Bedford,34.0
Revere,Beverly,177.0
Revere,Gloucester,81.0
Revere,Malden,2235.0
Revere,Marlborough,63.0
Revere,Worcester,134.0
Revere,Brockton,57.0
Revere,Lowell,217.0
Revere,Medford,2098.0
Revere,Melrose,154.0
Revere,Waltham,1117.0
Revere,Woburn,378.0
Revere,Cambridge,5824.0
Revere,Watertown Town,163.0
Revere,Quincy,225.0
Revere,Lynn,4808.0
Revere,Newburyport,73.0
Revere,Peabody,342.0
Revere,Salem,219.0
Revere,Lawrence,171.0
Revere,Haverhill,57.0
Revere,Amesbury Town,63.0
Revere,Arlington,171.0
Revere,Belmont,287.0
Revere,Brookline,602.0
Revere,Burlington,81.0
Revere,Danvers,1050.0
Revere,Dedham,180.0
Revere,Lexington,129.0
Revere,Lynnfield,535.0
Revere,Marblehead,57.0
Revere,Maynard,57.0
Revere,Milton,73.0
Revere,Nahant,126.0
Revere,Needham,57.0
Revere,Norwood,162.0
Revere,Pinehurst,268.0
Revere,Reading,68.0
Revere,Rowley,57.0
Revere,Saugus,640.0
Revere,Stoneham,267.0
Revere,Swampscott,114.0
Revere,Wakefield,504.0
Revere,Westborough,34.0
Revere,Wilmington,207.0
Revere,Winchester,57.0
Attleboro,Braintree Town,323.0
Attleboro,Weymouth Town,85.0
Attleboro,Barnstable Town,85.0
Attleboro,Gardner,85.0
Attleboro,Northampton,62.0
Attleboro,Fitchburg,255.0
Attleboro,Framingham,710.0
Attleboro,Newton,254.0
Attleboro,Somerville,427.0
Attleboro,Boston,7121.0
Attleboro,Chelsea,62.0
Attleboro,New Bedford,157.0
Attleboro,Fall River,657.0
Attleboro,Taunton,3409.0
Attleboro,Marlborough,155.0
Attleboro,Worcester,147.0
Attleboro,Leominster,87.0
Attleboro,Brockton,1034.0
Attleboro,West Springfield Town,87.0
Attleboro,Lowell,106.0
Attleboro,Medford,85.0
Attleboro,Waltham,284.0
Attleboro,Woburn,87.0
Attleboro,Cambridge,889.0
Attleboro,Watertown Town,38.0
Attleboro,Quincy,242.0
Attleboro,Lynn,110.0
Attleboro,Methuen Town,70.0
Attleboro,Lawrence,124.0
Attleboro,Abington,62.0
Attleboro,Acushnet Center,171.0
Attleboro,Arlington,170.0
Attleboro,Brookline,25.0
Attleboro,Clinton,70.0
Attleboro,Danvers,62.0
Attleboro,Dedham,1199.0
Attleboro,East Dennis,87.0
Attleboro,Holbrook,119.0
Attleboro,Lexington,87.0
Attleboro,Mansfield Center,928.0
Attleboro,Milford,174.0
Attleboro,Milton,195.0
Attleboro,Needham,516.0
Attleboro,Norwood,2029.0
Attleboro,Plymouth,85.0
Attleboro,Somerset,298.0
Attleboro,Wellesley,174.0
Attleboro,Westborough,108.0
Attleboro,West Yarmouth,87.0
Attleboro,Wilmington,70.0
New Bedford,Braintree Town,744.0
New Bedford,Barnstable Town,1557.0
New Bedford,Framingham,209.0
New Bedford,Everett,69.0
New Bedford,Newton,107.0
New Bedford,Somerville,295.0
New Bedford,Boston,7706.0
New Bedford,Chelsea,251.0
New Bedford,Revere,83.0
New Bedford,Attleboro,818.0
New Bedford,Fall River,14785.0
New Bedford,Taunton,4842.0
New Bedford,Malden,189.0
New Bedford,Marlborough,508.0
New Bedford,Worcester,892.0
New Bedford,Brockton,2851.0
New Bedford,Chicopee,79.0
New Bedford,Springfield,198.0
New Bedford,West Springfield Town,83.0
New Bedford,Lowell,79.0
New Bedford,Medford,163.0
New Bedford,Waltham,404.0
New Bedford,Woburn,242.0
New Bedford,Cambridge,1241.0
New Bedford,Watertown Town,567.0
New Bedford,Quincy,607.0
New Bedford,Franklin Town,89.0
New Bedford,Lynn,114.0
New Bedford,Lawrence,193.0
New Bedford,Haverhill,284.0
New Bedford,Abington,239.0
New Bedford,Acushnet Center,1824.0
New Bedford,Bliss Corner,6164.0
New Bedford,Brookline,228.0
New Bedford,Burlington,75.0
New Bedford,Danvers,300.0
New Bedford,Dedham,288.0
New Bedford,Duxbury,83.0
New Bedford,East Falmouth,366.0
New Bedford,East Sandwich,78.0
New Bedford,Falmouth,133.0
New Bedford,Harwich Center,75.0
New Bedford,Hingham,72.0
New Bedford,Lexington,61.0
New Bedford,Mattapoisett Center,1275.0
New Bedford,Milford,79.0
New Bedford,Nantucket,83.0
New Bedford,Needham,123.0
New Bedford,North Falmouth,91.0
New Bedford,North Lakeville,364.0
New Bedford,North Pembroke,138.0
