residence,workplace,commuters
Temple,Little River-Academy,174.0
Temple,South Mountain,124.0
Temple,Austin,1020.0
Temple,Borger,24.0
Temple,Dallas,67.0
Temple,Grapevine,31.0
Temple,Beeville,53.0
Temple,Copperas Cove,715.0
Temple,Harker Heights,695.0
Temple,DeSoto,53.0
Temple,Odessa,71.0
Temple,Houston,168.0
Temple,Fort Hood,124.0
Texarkana,Frisco,73.0
Texarkana,Paris,147.0
Texarkana,Gilmer,74.0
Texarkana,Irving,88.0
Texarkana,Mount Pleasant,74.0
Texarkana,Longview,88.0
Texarkana,Atlanta,381.0
Texarkana,Lewisville,91.0
Texarkana,Arlington,337.0
Texarkana,Tyler,56.0
Texarkana,Rockwall,56.0
Texarkana,Commerce,56.0
Texarkana,Bedford,74.0
Texarkana,Dallas,612.0
Texarkana,Richardson,147.0
Texarkana,Laredo,73.0
Texarkana,University Park,56.0
Texarkana,Powderly,74.0
Victoria,Stafford,253.0
Victoria,Jersey Village,63.0
Victoria,South Houston,60.0
Victoria,Irving,36.0
Victoria,Clarendon,71.0
Victoria,Rosenberg,100.0
Victoria,Sugar Land,459.0
Victoria,Monahans,52.0
Victoria,Port Lavaca,1935.0
Victoria,Andrews,126.0
Victoria,Lake Jackson,217.0
Victoria,Angleton,43.0
Victoria,Clute,60.0
Victoria,Port Arthur,29.0
Victoria,Universal City,140.0
Victoria,Gonzales,355.0
Victoria,George West,59.0
Victoria,Denison,43.0
Victoria,Giddings,291.0
Victoria,Lockhart,78.0
Victoria,Round Rock,36.0
Victoria,Portland,140.0
Victoria,Lubbock,36.0
Victoria,Pecos,118.0
Victoria,Mason,36.0
Victoria,Fort Stockton,72.0
Victoria,Pasadena,130.0
Victoria,San Antonio,2099.0
Victoria,Baytown,71.0
Victoria,Arlington,195.0
Victoria,Bay City,181.0
Victoria,Caldwell,36.0
Victoria,West Lake Hills,92.0
Victoria,McAllen,82.0
Victoria,Mission,36.0
Victoria,Hillsboro,52.0
Victoria,Odem,141.0
Victoria,College Station,183.0
Victoria,Rockport,82.0
Victoria,Lufkin,175.0
Victoria,Mont Belvieu,59.0
Victoria,Brownsville,49.0
Victoria,Waco,148.0
Victoria,Seguin,95.0
Victoria,Boerne,165.0
Victoria,Corpus Christi,4309.0
Victoria,New Braunfels,221.0
Victoria,Schertz,63.0
Victoria,Port Isabel,52.0
Victoria,Austin,586.0
Victoria,Yoakum,167.0
Victoria,Weslaco,52.0
Victoria,Beaumont,120.0
Victoria,Amarillo,36.0
Victoria,Missouri City,36.0
Victoria,Galveston,160.0
Victoria,Dallas,72.0
Victoria,Laredo,111.0
Victoria,Beeville,164.0
Victoria,Robinson,149.0
Victoria,Odessa,52.0
Victoria,Midland,131.0
Victoria,Houston,2175.0
Victoria,Atascocita,56.0
Victoria,Channelview,52.0
Victoria,Cloverleaf,71.0
Victoria,Four Corners,71.0
Victoria,Rancho Chico,112.0
Victoria,The Woodlands,43.0
Victoria,Wild Peach Village,52.0
Fair Oaks Ranch,Temple,31.0
Fair Oaks Ranch,Victoria,124.0
Fair Oaks Ranch,Balcones Heights,62.0
Fair Oaks Ranch,Castle Hills,377.0
Fair Oaks Ranch,Converse,62.0
Fair Oaks Ranch,Windcrest,125.0
Fair Oaks Ranch,Leon Valley,156.0
Fair Oaks Ranch,Live Oak,94.0
Fair Oaks Ranch,Hedwig Village,31.0
Fair Oaks Ranch,Hollywood Park,188.0
Fair Oaks Ranch,Greenville,31.0
Fair Oaks Ranch,Sugar Land,39.0
Fair Oaks Ranch,Port Lavaca,47.0
Fair Oaks Ranch,Uvalde,31.0
Fair Oaks Ranch,Universal City,235.0
Fair Oaks Ranch,Shavano Park,157.0
Fair Oaks Ranch,Helotes,31.0
Fair Oaks Ranch,Giddings,31.0
Fair Oaks Ranch,Levelland,31.0
Fair Oaks Ranch,Lubbock,31.0
Fair Oaks Ranch,Mason,31.0
Fair Oaks Ranch,Selma,62.0
Fair Oaks Ranch,San Antonio,29010.0
Fair Oaks Ranch,Big Spring,39.0
Fair Oaks Ranch,West Lake Hills,31.0
Fair Oaks Ranch,College Station,70.0
Fair Oaks Ranch,Lufkin,124.0
Fair Oaks Ranch,Waco,31.0
Fair Oaks Ranch,Floresville,31.0
Fair Oaks Ranch,Harlingen,31.0
Fair Oaks Ranch,Boerne,8515.0
Fair Oaks Ranch,Olmos Park,62.0
Fair Oaks Ranch,Corpus Christi,124.0
Fair Oaks Ranch,New Braunfels,287.0
Fair Oaks Ranch,Austin,125.0
Fair Oaks Ranch,Amarillo,31.0
Fair Oaks Ranch,Grapevine,118.0
Fair Oaks Ranch,Robinson,31.0
Fair Oaks Ranch,Houston,342.0
Fair Oaks Ranch,Cross Mountain,7838.0
Fair Oaks Ranch,Lackland AFB,62.0
Fair Oaks Ranch,Scenic Oaks,3565.0
Fair Oaks Ranch,Rancho Chico,31.0
Fair Oaks Ranch,Timberwood Park,31.0
Balcones Heights,Castle Hills,179.0
Balcones Heights,Windcrest,122.0
Balcones Heights,Leon Valley,100.0
Balcones Heights,Selma,57.0
Balcones Heights,San Antonio,4463.0
Balcones Heights,Arlington,57.0
Balcones Heights,New Braunfels,84.0
Balcones Heights,Houston,28.0
Balcones Heights,Cross Mountain,57.0
Castle Hills,Victoria,3.0
Castle Hills,Balcones Heights,138.0
Castle Hills,Leon Valley,92.0
Castle Hills,Live Oak,95.0
Castle Hills,Hollywood Park,138.0
Castle Hills,Uvalde,3.0
Castle Hills,Universal City,3.0
Castle Hills,Shavano Park,46.0
Castle Hills,Bellmead,3.0
Castle Hills,Selma,7.0
Castle Hills,San Antonio,10639.0
Castle Hills,Arlington,552.0
Castle Hills,West Lake Hills,3.0
Castle Hills,Brownsville,6.0
Castle Hills,Waco,3.0
Castle Hills,Boerne,92.0
Castle Hills,Olmos Park,3.0
Castle Hills,Corpus Christi,3.0
Castle Hills,New Braunfels,5.0
Castle Hills,Schertz,46.0
Castle Hills,Austin,190.0
Castle Hills,Dallas,8.0
Castle Hills,Grapevine,46.0
Castle Hills,Fort Worth,6.0
Castle Hills,Laredo,49.0
Castle Hills,DeSoto,46.0
Castle Hills,Houston,9.0
Castle Hills,Cross Mountain,10.0
Converse,Temple,49.0
Converse,Balcones Heights,142.0
Converse,Castle Hills,587.0
Converse,Eagle Pass,159.0
Converse,Windcrest,1591.0
Converse,Kirby,196.0
Converse,Leon Valley,199.0
Converse,Live Oak,11718.0
Converse,Hollywood Park,495.0
Converse,Brady,44.0
Converse,Gregory,49.0
Converse,Uvalde,49.0
Converse,Lake Jackson,50.0
Converse,St. Hedwig,137.0
Converse,Mansfield,44.0
Converse,Universal City,31549.0
Converse,Shavano Park,160.0
Converse,Helotes,49.0
Converse,Lockhart,49.0
Converse,Round Rock,49.0
Converse,Selma,5327.0
Converse,Watauga,49.0
Converse,Lorena,49.0
Converse,Pasadena,50.0
Converse,San Antonio,38942.0
Converse,Texas City,44.0
Converse,Arlington,210.0
Converse,North Richland Hills,49.0
Converse,Bryan,44.0
Converse,College Station,98.0
Converse,Killeen,49.0
Converse,Mont Belvieu,49.0
Converse,White Settlement,49.0
Converse,Seguin,93.0
Converse,Boerne,63.0
Converse,Olmos Park,49.0
Converse,Corpus Christi,142.0
Converse,New Braunfels,1633.0
Converse,Schertz,1508.0
Converse,Austin,330.0
Converse,Dallas,93.0
Converse,Fort Worth,49.0
Converse,Harker Heights,49.0
Converse,Houston,280.0
Converse,Canyon Lake,49.0
Converse,Cross Mountain,44.0
Converse,Lackland AFB,137.0
Converse,Randolph AFB,3389.0
Converse,Timberwood Park,94.0
Anthony,El Paso,3868.0
Anthony,Fort Stockton,110.0
El Paso,Temple,73.0
El Paso,Victoria,65.0
El Paso,Fair Oaks Ranch,118.0
El Paso,Anthony,2341.0
El Paso,Allen,89.0
El Paso,Frisco,167.0
El Paso,Hutchins,64.0
El Paso,Irving,450.0
El Paso,West University Place,69.0
El Paso,Abilene,518.0
El Paso,Childress,110.0
El Paso,Uvalde,141.0
El Paso,Andrews,261.0
El Paso,Mansfield,110.0
El Paso,Conroe,83.0
El Paso,Georgetown,106.0
El Paso,Universal City,79.0
El Paso,George West,112.0
El Paso,San Marcos,148.0
El Paso,Levelland,77.0
El Paso,Alpine,243.0
El Paso,Pecos,1572.0
El Paso,Lampasas,48.0
El Paso,Fort Stockton,855.0
El Paso,Bellmead,73.0
El Paso,San Antonio,2373.0
El Paso,Wichita Falls,219.0
El Paso,Carrollton,190.0
El Paso,Lewisville,136.0
El Paso,Plano,249.0
El Paso,Arlington,101.0
El Paso,Rockwall,89.0
El Paso,Big Spring,379.0
El Paso,Pharr,114.0
El Paso,Bryan,61.0
El Paso,College Station,246.0
El Paso,Killeen,147.0
El Paso,Bedford,182.0
El Paso,Waco,195.0
El Paso,McKinney,65.0
El Paso,Seabrook,114.0
El Paso,Mount Vernon,272.0
El Paso,Corpus Christi,48.0
El Paso,New Braunfels,91.0
El Paso,Schertz,145.0
El Paso,Port Isabel,79.0
El Paso,Alamo,96.0
El Paso,Austin,755.0
El Paso,San Elizario,380.0
El Paso,Dumas,81.0
El Paso,Grand Prairie,275.0
El Paso,Amarillo,659.0
El Paso,Galveston,72.0
El Paso,Dallas,1518.0
El Paso,Grapevine,1423.0
El Paso,Fort Worth,502.0
El Paso,Harker Heights,81.0
El Paso,DeSoto,68.0
El Paso,Odessa,1437.0
El Paso,Midland,1656.0
El Paso,Socorro,8681.0
El Paso,Houston,2960.0
El Paso,Aldine,46.0
El Paso,Fort Bliss,38760.0
El Paso,The Woodlands,288.0
El Paso,Potosi,87.0
Eagle Pass,Del Rio,376.0
Eagle Pass,Balcones Heights,161.0
Eagle Pass,Leon Valley,75.0
Eagle Pass,Uvalde,431.0
Eagle Pass,Georgetown,36.0
Eagle Pass,Universal City,148.0
Eagle Pass,Bellmead,86.0
Eagle Pass,San Antonio,2858.0
Eagle Pass,The Colony,36.0
Eagle Pass,Arlington,100.0
Eagle Pass,Big Spring,150.0
Eagle Pass,Corpus Christi,245.0
Eagle Pass,New Braunfels,86.0
Eagle Pass,Austin,75.0
Eagle Pass,Laredo,435.0
Eagle Pass,Copperas Cove,36.0
Eagle Pass,Robinson,36.0
Eagle Pass,Odessa,95.0
Eagle Pass,Midland,86.0
Eagle Pass,Houston,75.0
Eagle Pass,Batesville,86.0
Eagle Pass,Eidson Road,310.0
Jersey Village,Stafford,54.0
Jersey Village,Hedwig Village,162.0
Jersey Village,Sugar Land,230.0
Jersey Village,Conroe,54.0
Jersey Village,Huntsville,54.0
Jersey Village,Gonzales,54.0
Jersey Village,Tomball,325.0
Jersey Village,Southside Place,54.0
Jersey Village,San Antonio,54.0
Jersey Village,Baytown,54.0
Jersey Village,Austin,54.0
Jersey Village,Weslaco,54.0
Jersey Village,Galveston,351.0
Jersey Village,Bellaire,54.0
Jersey Village,Houston,10995.0
Jersey Village,The Woodlands,54.0
Allen,Frisco,4672.0
Allen,Midlothian,36.0
Allen,Paris,53.0
Allen,Farmers Branch,490.0
Allen,Irving,193.0
Allen,Greenville,36.0
Allen,Sugar Land,72.0
Allen,Highland Park,63.0
Allen,Nocona,36.0
Allen,Denison,115.0
Allen,Garland,527.0
Allen,Lubbock,36.0
Allen,Lucas,1457.0
Allen,San Antonio,53.0
Allen,Flower Mound,57.0
Allen,The Colony,36.0
Allen,Carrollton,1128.0
Allen,Lewisville,381.0
Allen,Denton,322.0
Allen,Coppell,274.0
Allen,Hebron,221.0
Allen,Plano,15237.0
Allen,Arlington,318.0
Allen,Rockwall,36.0
Allen,College Station,57.0
Allen,Cedar Park,79.0
Allen,Lufkin,36.0
Allen,Euless,119.0
Allen,Princeton,115.0
Allen,Prosper,326.0
Allen,McKinney,5128.0
Allen,Mount Vernon,36.0
Allen,New Braunfels,171.0
Allen,Austin,106.0
Allen,Cedar Hill,57.0
Allen,Grand Prairie,106.0
Allen,Amarillo,36.0
Allen,Galveston,53.0
Allen,Dallas,4379.0
Allen,Richardson,1891.0
Allen,Grapevine,1177.0
Allen,Rowlett,54.0
Allen,Fort Worth,89.0
Allen,University Park,129.0
Allen,Addison,362.0
Allen,Houston,108.0
Allen,Rendon,53.0
Frisco,Stafford,28.0
Frisco,Colleyville,678.0
Frisco,Temple,57.0
Frisco,Texarkana,123.0
Frisco,El Paso,169.0
Frisco,Eagle Pass,67.0
Frisco,Allen,7839.0
Frisco,Double Oak,165.0
Frisco,Fairfield,41.0
Frisco,Duncanville,142.0
Frisco,Farmers Branch,3209.0
Frisco,Hutchins,28.0
Frisco,Irving,3763.0
Frisco,Wilmer,28.0
Frisco,Abilene,133.0
Frisco,Pampa,96.0
Frisco,Mount Pleasant,71.0
Frisco,Copper Canyon,291.0
Frisco,Hollywood Park,58.0
Frisco,Greenville,119.0
Frisco,Highland Village,52.0
Frisco,Burkburnett,33.0
Frisco,Mansfield,255.0
Frisco,Conroe,124.0
Frisco,Highland Park,408.0
Frisco,Longview,90.0
Frisco,Bonham,56.0
Frisco,Georgetown,29.0
Frisco,Huntsville,184.0
Frisco,Wills Point,29.0
Frisco,Universal City,42.0
Frisco,Burleson,33.0
Frisco,Cleburne,33.0
Frisco,Denison,118.0
Frisco,San Marcos,138.0
Frisco,San Angelo,75.0
Frisco,Garland,1961.0
Frisco,Wylie,21.0
Frisco,Lubbock,217.0
Frisco,Wolfforth,33.0
Frisco,Lucas,121.0
Frisco,Azle,85.0
Frisco,Saginaw,55.0
Frisco,Westworth Village,56.0
Frisco,Weatherford,29.0
Frisco,Sherman,351.0
Frisco,Granbury,33.0
Frisco,Bellmead,215.0
Frisco,Selma,29.0
Frisco,Watauga,181.0
Frisco,Southside Place,61.0
Frisco,Keller,97.0
Frisco,San Antonio,501.0
Frisco,Wichita Falls,207.0
Frisco,Texas City,36.0
Frisco,Little Elm,10503.0
Frisco,Flower Mound,568.0
Frisco,The Colony,3458.0
Frisco,Carrollton,11303.0
Frisco,Lewisville,7320.0
Frisco,Denton,1008.0
Frisco,Southlake,316.0
Frisco,Coppell,2048.0
Frisco,Hebron,550.0
Frisco,Plano,98371.0
Frisco,Arlington,2531.0
Frisco,North Richland Hills,298.0
Frisco,Tyler,130.0
Frisco,Rockwall,125.0
Frisco,Mineola,61.0
Frisco,Sulphur Springs,134.0
Frisco,Big Spring,38.0
Frisco,Hillsboro,66.0
Frisco,Brenham,52.0
Frisco,College Station,389.0
Frisco,Edgecliff Village,31.0
Frisco,Killeen,37.0
Frisco,Marshall,21.0
Frisco,Bedford,287.0
Frisco,Benbrook,31.0
Frisco,Euless,272.0
Frisco,Gun Barrel City,28.0
Frisco,Stephenville,113.0
Frisco,Waco,421.0
Frisco,Princeton,195.0
Frisco,Prosper,8918.0
Frisco,McKinney,15891.0
Frisco,Mount Vernon,81.0
Frisco,Lake Worth,32.0
Frisco,Pantego,53.0
Frisco,Hurst,304.0
Frisco,New Braunfels,84.0
Frisco,Austin,538.0
Frisco,Cedar Hill,110.0
Frisco,Grand Prairie,232.0
Frisco,Beaumont,50.0
Frisco,Amarillo,466.0
Frisco,Kilgore,61.0
Frisco,Missouri City,41.0
Frisco,Dallas,31043.0
Frisco,Richardson,4605.0
Frisco,Grapevine,11692.0
Frisco,Rowlett,94.0
Frisco,Fort Worth,1483.0
Frisco,Clyde,33.0
Frisco,DeSoto,38.0
Frisco,University Park,990.0
Frisco,Addison,3470.0
Frisco,Midland,276.0
Frisco,Houston,1381.0
Frisco,Cross Mountain,57.0
Frisco,Fort Hood,59.0
Frisco,The Woodlands,248.0
Frisco,Rendon,53.0
Frisco,Timberwood Park,28.0
Teague,Temple,53.0
Teague,Fairfield,1424.0
Teague,Hutchins,53.0
Teague,Mexia,2342.0
Teague,Pecos,53.0
Teague,Corsicana,225.0
Teague,Bellmead,478.0
Teague,Woodway,212.0
Teague,Palestine,372.0
Teague,Forest Hill,53.0
Teague,Waco,53.0
Teague,Beaumont,53.0
Teague,Dallas,199.0
Teague,Grapevine,53.0
Teague,Robinson,106.0
Teague,Meridian,53.0
Midlothian,Colleyville,100.0
Midlothian,Temple,67.0
Midlothian,Texarkana,126.0
Midlothian,Victoria,32.0
Midlothian,Allen,32.0
Midlothian,Frisco,167.0
Midlothian,Red Oak,132.0
Midlothian,Fairfield,67.0
Midlothian,Duncanville,892.0
Midlothian,Farmers Branch,42.0
Midlothian,Hutchins,249.0
Midlothian,Irving,747.0
Midlothian,Lancaster,132.0
Midlothian,Comanche,65.0
Midlothian,Copper Canyon,32.0
Midlothian,Brady,116.0
Midlothian,Sweetwater,35.0
Midlothian,Mansfield,12320.0
Midlothian,Georgetown,162.0
Midlothian,Burleson,35.0
Midlothian,Cleburne,261.0
Midlothian,Garland,103.0
Midlothian,Corsicana,42.0
Midlothian,Westworth Village,32.0
Midlothian,Bellmead,77.0
Midlothian,Watauga,32.0
Midlothian,San Antonio,226.0
Midlothian,Woodway,71.0
Midlothian,Texas City,32.0
Midlothian,Palestine,42.0
Midlothian,Flower Mound,132.0
Midlothian,The Colony,35.0
Midlothian,Carrollton,440.0
Midlothian,Lewisville,350.0
Midlothian,Denton,176.0
Midlothian,Southlake,64.0
Midlothian,Coppell,74.0
Midlothian,Plano,444.0
Midlothian,Arlington,5773.0
Midlothian,North Richland Hills,199.0
Midlothian,Rockwall,89.0
Midlothian,Kemah,40.0
Midlothian,Commerce,44.0
Midlothian,San Augustine,71.0
Midlothian,Waxahachie,350.0
Midlothian,Brenham,53.0
Midlothian,Dalworthington Gardens,32.0
Midlothian,Everman,32.0
Midlothian,Forest Hill,327.0
Midlothian,Bedford,137.0
Midlothian,White Settlement,32.0
Midlothian,Benbrook,129.0
Midlothian,Kennedale,67.0
Midlothian,Euless,171.0
Midlothian,Brownwood,35.0
Midlothian,Stephenville,40.0
Midlothian,Waco,70.0
Midlothian,McKinney,32.0
Midlothian,Jefferson,35.0
Midlothian,Lake Worth,32.0
Midlothian,Pantego,224.0
Midlothian,Richland Hills,35.0
Midlothian,Hurst,170.0
Midlothian,Haltom City,102.0
Midlothian,Port Isabel,32.0
Midlothian,Austin,71.0
Midlothian,Weslaco,32.0
Midlothian,Cedar Hill,8014.0
Midlothian,Glenn Heights,130.0
Midlothian,Grand Prairie,676.0
Midlothian,Galveston,226.0
Midlothian,Dallas,6209.0
Midlothian,Richardson,113.0
Midlothian,Grapevine,859.0
Midlothian,Rowlett,32.0
Midlothian,Fort Worth,2085.0
Midlothian,Balch Springs,86.0
Midlothian,Cockrell Hill,42.0
Midlothian,DeSoto,728.0
Midlothian,University Park,42.0
Midlothian,Addison,177.0
Midlothian,Midland,64.0
Midlothian,Houston,141.0
Midlothian,Rendon,144.0
Red Oak,Allen,110.0
Red Oak,Midlothian,455.0
Red Oak,Duncanville,275.0
Red Oak,Farmers Branch,55.0
Red Oak,Hutchins,110.0
Red Oak,Irving,331.0
Red Oak,Lancaster,220.0
Red Oak,Monahans,69.0
Red Oak,Mansfield,385.0
Red Oak,Cleburne,55.0
Red Oak,Garland,82.0
Red Oak,Bellmead,55.0
Red Oak,Keller,55.0
Red Oak,Wichita Falls,55.0
Red Oak,Carrollton,69.0
Red Oak,Lewisville,55.0
Red Oak,Coppell,124.0
Red Oak,Plano,607.0
Red Oak,Arlington,1102.0
Red Oak,Tyler,441.0
Red Oak,Rockwall,124.0
Red Oak,Big Spring,55.0
Red Oak,Waxahachie,110.0
Red Oak,College Station,55.0
Red Oak,Hurst,55.0
Red Oak,Haltom City,110.0
Red Oak,Crockett,55.0
Red Oak,Cedar Hill,1573.0
Red Oak,Glenn Heights,386.0
Red Oak,Grand Prairie,220.0
Red Oak,Dallas,3181.0
Red Oak,Richardson,124.0
Red Oak,Grapevine,221.0
Red Oak,Fort Worth,220.0
Red Oak,DeSoto,1380.0
Red Oak,University Park,344.0
Red Oak,Addison,55.0
Red Oak,Rendon,55.0
Windcrest,Balcones Heights,56.0
Windcrest,Castle Hills,224.0
Windcrest,Converse,281.0
Windcrest,Frisco,56.0
Windcrest,Leon Valley,56.0
Windcrest,Live Oak,789.0
Windcrest,Hollywood Park,225.0
Windcrest,Universal City,2864.0
Windcrest,San Angelo,56.0
Windcrest,Fort Stockton,84.0
Windcrest,Selma,817.0
Windcrest,San Antonio,17827.0
Windcrest,Plano,112.0
Windcrest,Arlington,56.0
Windcrest,Olmos Park,56.0
Windcrest,New Braunfels,364.0
Windcrest,Schertz,253.0
Windcrest,Austin,112.0
Windcrest,Midland,56.0
Windcrest,Houston,112.0
Windcrest,Cienegas Terrace,56.0
Windcrest,Lackland AFB,112.0
Windcrest,Randolph AFB,169.0
Windcrest,Timberwood Park,56.0
Anson,Abilene,2718.0
Anson,Sweetwater,39.0
Anson,Levelland,79.0
Anson,Llano,79.0
Anson,Plano,79.0
Anson,Tyler,177.0
Anson,Big Spring,39.0
Anson,Austin,39.0
Anson,Galveston,39.0
Anson,Dallas,39.0
Anson,Grapevine,39.0
Anson,Clyde,237.0
Dalhart,Canyon,66.0
Dalhart,Dumas,132.0
Dalhart,Amarillo,2854.0
Dalhart,Borger,66.0
Dalhart,Dallas,66.0
Double Oak,Frisco,361.0
Double Oak,Farmers Branch,126.0
Double Oak,Irving,289.0
Double Oak,Abilene,36.0
Double Oak,Copper Canyon,4083.0
Double Oak,Highland Village,108.0
Double Oak,Cleburne,72.0
Double Oak,Denison,36.0
Double Oak,Lubbock,36.0
Double Oak,Weatherford,36.0
Double Oak,Gainesville,36.0
Double Oak,Pasadena,36.0
Double Oak,Keller,36.0
Double Oak,Flower Mound,7255.0
Double Oak,Carrollton,234.0
Double Oak,Lewisville,3208.0
Double Oak,Denton,360.0
Double Oak,Southlake,72.0
Double Oak,Coppell,180.0
Double Oak,Hebron,36.0
Double Oak,Plano,441.0
Double Oak,Arlington,108.0
Double Oak,North Richland Hills,72.0
Double Oak,College Station,36.0
Double Oak,Bedford,108.0
Double Oak,McKinney,36.0
Double Oak,Hurst,72.0
Double Oak,Dallas,955.0
Double Oak,Richardson,36.0
Double Oak,Grapevine,950.0
Double Oak,Fort Worth,108.0
Double Oak,University Park,45.0
Double Oak,Addison,36.0
Double Oak,Houston,72.0
Crowley,Allen,87.0
Crowley,Irving,97.0
Crowley,Mansfield,336.0
Crowley,Burleson,131.0
Crowley,Westworth Village,43.0
Crowley,Granbury,87.0
Crowley,San Antonio,43.0
Crowley,Plano,87.0
Crowley,Arlington,693.0
Crowley,North Richland Hills,76.0
Crowley,College Station,43.0
Crowley,Benbrook,86.0
Crowley,Richland Hills,43.0
Crowley,Haltom City,65.0
Crowley,Dallas,315.0
Crowley,Grapevine,43.0
Crowley,Fort Worth,1430.0
Crowley,Houston,43.0
Crowley,Rendon,743.0
Paris,Allen,358.0
Paris,Frisco,190.0
Paris,Winnsboro,74.0
Paris,Irving,63.0
